id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,VIN,drive,size,type,paint_color,state
7313971420,macon / warner robins,27990,2020.0,ford,ranger supercab xl pickup,good,,gas,10688.0,clean,other,1FTER1EH1LLA36301,,,pickup,white,ga
7314728905,jacksonville,7499,2013.0,mini,hardtop,,4 cylinders,gas,97688.0,clean,automatic,WMWSU3C56DT547071,fwd,,other,white,fl
7309473301,pittsburgh,13990,2013.0,ford,c-max hybrid se wagon 4d,good,,other,30998.0,clean,other,1FADP5AU7DL534960,fwd,,wagon,white,pa
7314566149,grand rapids,15744,2013.0,chevrolet,silverado 1500,,8 cylinders,gas,183061.0,clean,automatic,1GCRKSE70DZ413461,4wd,,truck,black,mi
7306383338,oklahoma city,0,2009.0,toyota,camry,,,gas,,clean,automatic,4T1BK46K89U094987,,,other,black,ok
7315296404,boston,16990,2015.0,subaru,forester,like new,4 cylinders,gas,81140.0,clean,automatic,JF2SJGUC6FH533162,4wd,full-size,SUV,grey,ma
7316184632,sacramento,483,2018.0,toyota,rav4 hybrid xle,,4 cylinders,hybrid,10393.0,clean,automatic,JTMRJREV6JD230102,4wd,,SUV,,ca
7316329861,portland,0,2013.0,lincoln,mkz sedan 4d,excellent,4 cylinders,gas,134383.0,clean,automatic,3LN6L2G92DR814864,fwd,full-size,sedan,silver,or
7311620335,kennewick-pasco-richland,41999,2020.0,ram,1500 classic warlock,,,gas,2141.0,clean,automatic,1C6RR7GT1LS141875,4wd,,truck,grey,wa
7311257572,north mississippi,22590,2013.0,ford,f150 super cab xl pickup 4d,good,6 cylinders,other,14169.0,clean,other,1FTEX1CMXDFB16329,,,pickup,silver,ms
7315962814,fort wayne,5799,2004.0,ford,econoline cargo van,,,gas,1448.0,clean,automatic,1FDWE35S44HA04854,,,,,in
7310365388,philadelphia,8400,2011.0,bmw,x3 xdrive35i,,6 cylinders,gas,152473.0,clean,automatic,5UXWX7C59BLT78310,4wd,,SUV,white,pa
7314059315,colorado springs,7500,2016.0,dodge,dart sxt,good,4 cylinders,gas,79000.0,clean,automatic,,fwd,,,,co
7314747616,youngstown,7900,2009.0,,Foed Explorer,excellent,6 cylinders,gas,129351.0,clean,automatic,,4wd,mid-size,SUV,,oh
7308608488,east idaho,37499,2017.0,chevrolet,lifted silverado 1500,,,gas,64055.0,clean,automatic,1GCUKREC9HF161426,4wd,,truck,silver,id
7308157891,madison,11588,2008.0,toyota,4runner,excellent,,gas,196405.0,clean,automatic,JTEBT14R580069045,4wd,,SUV,black,wi
7307808265,monroe,0,2015.0,chevrolet,silverado,,,gas,179377.0,clean,automatic,3GCUKREC5FG180423,4wd,,pickup,white,mi
7314824036,atlanta,22690,2017.0,toyota,rav4,,4 cylinders,gas,71436.0,clean,automatic,,fwd,mid-size,SUV,black,ga
7306050049,stockton,5300,2006.0,subaru,outback,,,gas,179000.0,clean,automatic,,,,,,ca
7314891641,manhattan,31590,2017.0,jeep,wrangler unlimited sport,good,6 cylinders,gas,30577.0,clean,other,1C4BJWDG6HL695711,4wd,,other,,ks
7310292200,great falls,13998,2011.0,chevrolet,silverado,,8 cylinders,gas,150853.0,clean,automatic,1GCRKSE32BZ440042,4wd,,truck,,mt
7305653864,lehigh valley,4495,2010.0,ford,fusion,,,gas,120000.0,clean,automatic,,,,,,pa
7316733429,portland,91,2004.0,honda,accord lx,,4 cylinders,gas,80867.0,clean,automatic,JHMCM56414C029244,fwd,,sedan,,or
7302026956,south dakota,28500,2019.0,chevrolet,camaro,,,gas,33327.0,clean,automatic,1G1FB3DS4K0149704,,,convertible,,sd
7304233630,yuba-sutter,5499,2008.0,chrysler,pt cruiser,excellent,4 cylinders,gas,103398.0,clean,automatic,3A8FY48B18T127394,,,van,,ca
7308427327,southern maryland,900,1998.0,ford,f-150,,,gas,250000.0,clean,other,,,,,,md
7313529856,tampa bay area,24995,2014.0,ram,1500,,,gas,49530.0,clean,automatic,1C6RR7FT2ES299985,4wd,,pickup,white,fl
7306773691,ventura county,0,2016.0,honda,accord sport,like new,,gas,115000.0,clean,automatic,,,,,white,ca
7307477315,columbus,34995,2018.0,ram,2500,,8 cylinders,gas,65071.0,clean,automatic,3C6UR5HJ0JG289077,4wd,,truck,white,oh
7307489332,baltimore,91000,2020.0,chevrolet,corvette,,,gas,893.0,,automatic,1G1Y82D47L5109205,rwd,full-size,coupe,white,md
7314296508,spokane / coeur d'alene,10488,2012.0,hyundai,sonata,,,gas,96530.0,clean,automatic,KMHEC4A41CA028308,,full-size,sedan,,id
7312628777,tucson,4000,2003.0,infiniti,fx35,good,6 cylinders,gas,130000.0,clean,automatic,,4wd,mid-size,SUV,silver,az
7310856072,omaha / council bluffs,29988,2015.0,bmw,x5,,,gas,62974.0,clean,automatic,5UXKR0C56F0K57094,,,,,ia
7302152594,santa barbara,8800,2005.0,porsche,cayenne s,good,8 cylinders,gas,160000.0,clean,automatic,,,,,,ca
7316433502,san antonio,9995,2011.0,toyota,camry,,,gas,145557.0,clean,automatic,4T1BK3EK4BU620064,fwd,,other,silver,tx
7307478337,dayton / springfield,19995,2011.0,gmc,sierra 2500hd,,8 cylinders,gas,135198.0,clean,automatic,1GD21ZCG4BZ187630,rwd,,truck,white,oh
7307364873,santa maria,0,2017.0,audi,a3,,,gas,37838.0,clean,automatic,WAUAUGFF8H1033036,fwd,full-size,sedan,white,ca
7309534243,des moines,22580,2017.0,ram,1500,,,other,72702.0,clean,automatic,,4wd,,,white,ia
7313511079,pittsburgh,9800,2012.0,acura,tl sh-awd,excellent,6 cylinders,gas,114000.0,clean,automatic,,4wd,full-size,sedan,silver,pa
7314544384,ft myers / SW florida,13250,2015.0,jeep,compass high altitude,excellent,4 cylinders,gas,76500.0,clean,automatic,1C4NJDEB5FD155018,4wd,,SUV,green,fl
7316693822,grand rapids,34995,2016.0,ford,f-350 sd,good,8 cylinders,diesel,120379.0,clean,automatic,1FT8W3BT7GEC08240,4wd,full-size,truck,black,mi
7311967932,las vegas,4850,2005.0,chevrolet,silverado diesel,,8 cylinders,diesel,77000.0,clean,automatic,,,,pickup,black,nv
7303250923,greensboro,0,2011.0,chevrolet,impala,,,,,,,2G1WG5EK9B1291384,,,,,nc
7316716800,portland,44997,2017.0,porsche,macan s,,6 cylinders,gas,44141.0,clean,automatic,WP1AB2A52HLB15695,4wd,,SUV,,or
7316686104,los angeles,23990,2018.0,toyota,prius four touring,good,,gas,26852.0,clean,other,JTDKARFUXJ3056015,fwd,,hatchback,silver,ca
7314635019,atlanta,26990,2018.0,nissan,maxima platinum sedan 4d,good,6 cylinders,gas,49072.0,clean,other,1N4AA6AP0JC405054,fwd,,sedan,black,ga
7309823374,albuquerque,0,2018.0,honda,cr-v crv ex,,,gas,32328.0,clean,other,2HKRW2H56JH675440,,,SUV,red,nm
7309888576,long island,0,2013.0,chevrolet,cruze,excellent,,gas,86173.0,clean,automatic,1G1PA5SG0D7327393,,,sedan,silver,ny
7315429612,rockford,549,2016.0,jeep,wrangler unlimited rubicon,,,gas,45000.0,clean,automatic,,,,,,il
7313356700,orlando,38995,2019.0,chevrolet,1500 lt crew cab,,4 cylinders,gas,15475.0,clean,automatic,1GCPYDEK6KZ356704,4wd,,,black,fl
7305785488,chillicothe,34498,2018.0,ford,f-150,excellent,,gas,125582.0,clean,automatic,1FTEW1EG1JKC88889,4wd,,pickup,,oh
7314741189,atlanta,8432,2014.0,nissan,versa note,,4 cylinders,gas,72181.0,clean,automatic,,fwd,mid-size,hatchback,black,ga
7312421303,boulder,3200,2007.0,ram,3500,like new,6 cylinders,diesel,15000.0,clean,manual,,4wd,,,,co
7316691407,SF bay area,23813,2014.0,ford,explorer,,,gas,69005.0,clean,automatic,1FM5K8F89EGA54953,4wd,,,,ca
7315774340,fort collins / north CO,5000,1993.0,ford,f250 xlt lariat,,,gas,300000.0,clean,automatic,,,,,,co
7306109660,cincinnati,26688,2019.0,ford,f150 2wd,,,gas,24480.0,clean,automatic,1FTNF1C42KKE85340,,,,silver,oh
7302459181,oregon coast,53990,2015.0,ford,f-350,,,diesel,71730.0,clean,automatic,1FT8W3BT0FEC24956,4wd,,pickup,black,or
7312971041,tulsa,84477,2020.0,bmw,,,8 cylinders,other,8234.0,clean,automatic,WBSJF0C04LCD41155,fwd,compact,other,,ok
7313110865,nashville,22997,2018.0,honda,cr-v,excellent,,gas,75894.0,clean,automatic,5J6RW1H80JL004291,fwd,,SUV,,tn
7316191288,san antonio,46995,2014.0,ford,f250 platinum 4x4,,,diesel,125743.0,clean,automatic,,,,,,tx
7315730124,"washington, DC",19995,2011.0,subaru,impreza,,,gas,115533.0,clean,manual,JF1GV8J65BL508523,4wd,compact,sedan,white,dc
7304661695,jersey shore,4000,2006.0,jeep,grand cherokee,good,6 cylinders,gas,252000.0,clean,automatic,,4wd,full-size,SUV,red,nj
7316900334,albany,12900,1985.0,chevrolet,corvette,,8 cylinders,gas,50000.0,clean,automatic,,,,coupe,red,ny
7315273031,mcallen / edinburg,28988,2018.0,lincoln,mkx,,,gas,51906.0,clean,automatic,2LMPJ6KR9JBL48177,fwd,,,,tx
7311045717,st augustine,12400,1966.0,ford,f-100,good,8 cylinders,gas,25222.0,clean,automatic,,rwd,,pickup,,fl
7304635742,rockford,36590,2017.0,chevrolet,tahoe lt sport utility,good,,other,60476.0,clean,other,1GNSCBKC1HR284238,,,SUV,silver,il
7308351417,eugene,0,2018.0,ford,f-350 super duty lariat lo,,8 cylinders,diesel,52769.0,clean,automatic,1FT8W3BT4JEB86625,4wd,,truck,,or
7310208692,medford-ashland,22000,2005.0,gmc,sierra 2500hd,good,8 cylinders,diesel,180000.0,clean,automatic,,4wd,full-size,pickup,silver,or
7303012250,redding,17990,2017.0,kia,niro lx wagon 4d,good,,gas,20909.0,clean,other,KNDCB3LC7H5094133,fwd,,wagon,,ca
7316298140,sacramento,18990,2018.0,chevrolet,malibu hybrid sedan 4d,good,,hybrid,42183.0,clean,automatic,1G1ZF5SUXJF120771,fwd,,sedan,,ca
7314247497,philadelphia,6300,2011.0,honda,accord,good,6 cylinders,gas,132000.0,clean,automatic,,fwd,,coupe,silver,pa
7316439205,seattle-tacoma,0,2018.0,subaru,wrx premium,,4 cylinders,gas,47474.0,clean,manual,JF1VA1A64J9808169,4wd,,sedan,,wa
7316505946,oklahoma city,1200,2003.0,volkswagen,jetta,fair,6 cylinders,gas,147200.0,clean,manual,3VWVH69MO3MO32968,fwd,compact,sedan,red,ok
7314251271,tampa bay area,39900,1964.0,chevrolet,impala ss,excellent,,gas,63101.0,clean,automatic,,,,,white,fl
7316994143,oklahoma city,800,2004.0,honda,accord,,,gas,195000.0,clean,automatic,,,,,,ok
7315500423,tucson,0,2014.0,jeep,wrangler unlimited sahara 4dr hardtop,,6 cylinders,gas,109146.0,clean,automatic,1C4HJWEG0EL213514,4wd,,SUV,grey,az
7314544690,rockford,2500,2002.0,chevrolet,impala,good,6 cylinders,gas,158042.0,clean,automatic,,fwd,mid-size,sedan,brown,il
7317007568,knoxville,2300,1987.0,toyota,pickup,,,gas,135000.0,clean,manual,,,,,,tn
7314471756,syracuse,20000,2017.0,chevrolet,traverse,excellent,6 cylinders,gas,82216.0,clean,automatic,1GNKVGKD8HJ100444,4wd,full-size,SUV,black,ny
7314437243,san luis obispo,68777,2020.0,volvo,"xc90 t8 1,300 miles",excellent,,gas,1375.0,clean,automatic,YV4BR0CL1L1576521,4wd,,SUV,,ca
7309243509,frederick,35990,2018.0,audi,a4 allroad premium plus,good,,gas,29157.0,clean,other,WA18NAF47JA041512,,,wagon,black,md
7315868722,los angeles,500,2013.0,nissan,altima,,,gas,130000.0,clean,automatic,,,,,,ca
7313877430,kalispell,18000,2019.0,volkswagen,jetta se 1.4t,like new,4 cylinders,gas,55000.0,clean,automatic,,fwd,full-size,sedan,white,mt
7315239276,orlando,4000,1995.0,,Vintage Olds Aurora,,8 cylinders,gas,55000.0,clean,automatic,,,,,black,fl
7306933041,charleston,28990,2010.0,ford,super duty f-550 drw,good,10 cylinders,gas,130441.0,clean,automatic,1FDAW5HY0AEB36459,4wd,,,white,sc
7310443307,chico,10500,2013.0,ford,edge,,6 cylinders,gas,115879.0,clean,automatic,2FMDK3GC3DBE07890,,,SUV,silver,ca
7315249653,fresno / madera,33590,2014.0,gmc,sierra 1500 crew cab slt,good,8 cylinders,gas,57923.0,clean,other,3GTP1VEC4EG551563,,,pickup,white,ca
7307181435,brunswick,38990,2020.0,infiniti,qx60 luxe sport utility,good,6 cylinders,gas,5279.0,clean,other,5N1DL0MN9LC508268,fwd,,other,black,ga
7315245104,eastern NC,33590,2014.0,toyota,tundra crewmax sr5 pickup,good,,other,55251.0,clean,other,5TFEY5F15EX169621,,,pickup,red,nc
7314382101,atlanta,5500,2011.0,ford,taurus,,,gas,175432.0,clean,automatic,,,,,,ga
7316344197,houston,23500,2015.0,gmc,sierra slt,,,gas,120000.0,rebuilt,other,,,,,,tx
7316199426,fayetteville,23998,2015.0,chevrolet,silverado 1500,like new,8 cylinders,gas,1.0,clean,automatic,,4wd,full-size,truck,grey,nc
7311976717,salem,7995,2011.0,nissan,juke,excellent,,gas,158770.0,clean,automatic,JN8AF5MV2BT007558,4wd,,wagon,grey,or
7313056999,tampa bay area,37990,2019.0,tesla,model 3 standard range,good,,electric,22544.0,clean,other,5YJ3E1EA9KF415988,rwd,,sedan,white,fl
7307785767,buffalo,3800,1992.0,jeep,cherokee limited,good,6 cylinders,gas,114000.0,clean,automatic,,4wd,,,,ny
7316996510,spokane / coeur d'alene,7000,1979.0,mercedes-benz,benz 450sl,excellent,,gas,120000.0,clean,automatic,,,,convertible,black,wa
7315433256,harrisburg,26590,2019.0,ram,1500 classic regular cab,good,8 cylinders,gas,15807.0,clean,other,3C6JR6AT9KG722675,,,pickup,white,pa
7315897655,lancaster,18900,2014.0,jeep,wrangler unlimited,excellent,6 cylinders,gas,171000.0,clean,automatic,,4wd,full-size,SUV,custom,pa
7313644604,hawaii,15000,2015.0,nissan,rogue,,4 cylinders,gas,54791.0,clean,automatic,5N1AT2MT8FC894991,fwd,,SUV,red,hi
7313447323,columbus,5999,2011.0,chevrolet,impala,good,4 cylinders,gas,122000.0,clean,automatic,,fwd,mid-size,sedan,white,oh
7314680919,corvallis/albany,31990,2017.0,ford,f-250,,,gas,147900.0,clean,automatic,1FT7W2B63HEB62276,4wd,,pickup,white,or
7304828903,anchorage / mat-su,30995,2017.0,rover,discovery hse,excellent,4 cylinders,gas,59904.0,clean,automatic,SALCR2BG0HH710563,4wd,,SUV,red,ak
7302405742,scranton / wilkes-barre,9995,2006.0,ford,e-350,,,gas,125715.0,clean,automatic,1FDWE35L26HA11863,,,other,white,pa
7307400753,southwest VA,0,2013.0,lexus,rx 350,,6 cylinders,gas,91438.0,clean,automatic,2T2ZK1BA5DC105329,fwd,mid-size,SUV,white,va
7308690541,glens falls,40590,2019.0,ford,f250 super duty regular cab,good,8 cylinders,other,9313.0,clean,other,1FTBF2B65KEC91136,4wd,,pickup,white,ny
7310035626,albuquerque,12995,2007.0,toyota,highlander sport,excellent,6 cylinders,gas,60541.0,,automatic,JTEGP21A270131935,,,SUV,,nm
7316354770,detroit metro,197,2014.0,ford,taurus,,6 cylinders,other,111414.0,clean,automatic,1FAHP2F82EG179699,fwd,,sedan,white,mi
7311150735,lansing,0,2013.0,honda,accord,good,,gas,102770.0,clean,automatic,1HGCR2F80DA141017,fwd,,sedan,silver,mi
7308262448,dayton / springfield,12500,2007.0,toyota,tacoma 4x4,excellent,6 cylinders,gas,158012.0,clean,automatic,,4wd,,truck,red,oh
7309776845,baltimore,22495,2010.0,jeep,wrangler unlimited,,6 cylinders,gas,72346.0,clean,automatic,,4wd,mid-size,SUV,black,md
7316254354,orange county,502,2015.0,chevrolet,corvette,,8 cylinders,gas,119382.0,clean,automatic,1G1YM2D73F5105081,rwd,,coupe,,ca
7308913965,salem,10995,2011.0,audi,a6,excellent,6 cylinders,gas,100892.0,clean,automatic,WAUFGAFB1BN033161,4wd,mid-size,sedan,silver,or
7309051997,williamsport,6500,2011.0,mazda,mazda3 i touring,good,4 cylinders,gas,119000.0,clean,automatic,,fwd,mid-size,sedan,grey,pa
7312614268,wichita,76128,2020.0,bmw,m4,,,gas,4013.0,clean,automatic,,rwd,,convertible,,ks
7316987003,north jersey,2695,2007.0,volkswagen,rabbit,,,gas,169499.0,clean,manual,WVWAS71K57W140057,,compact,hatchback,silver,nj
7316680662,"washington, DC",18590,2014.0,mazda,mazda3 s grand touring,good,,gas,42371.0,clean,other,JM1BM1W34E1106067,fwd,,sedan,silver,dc
7309903787,maine,99,2016.0,ford,f-250sd,,,other,34997.0,clean,automatic,1FTBF2B60GEC78513,4wd,full-size,,green,me
7313463093,orlando,58000,2019.0,ford,f350 super duty,like new,,diesel,11000.0,clean,automatic,,,,,,fl
7311344927,salina,25990,2018.0,mazda,mx-5 miata grand touring,good,,gas,10364.0,clean,other,JM1NDAD73J0201674,rwd,,other,white,ks
7313549445,modesto,36999,2019.0,ford,transit 250,,6 cylinders,gas,45253.0,clean,automatic,1FTYR2CM2KKB66806,rwd,,,,ca
7309903676,omaha / council bluffs,27988,2018.0,gmc,acadia,,,gas,23565.0,clean,automatic,1GKKNRLS9JZ157510,,,,,ia
7306974895,albany,27500,2010.0,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,127381.0,clean,automatic,1GC4KXB62AF110438,4wd,full-size,truck,blue,ny
7316167128,chicago,8969,2015.0,hyundai,accent gls,excellent,4 cylinders,gas,69377.0,,automatic,KMHCT4AE8FU896261,,,sedan,,il
7316389579,bend,51594,2019.0,ram,1500 rebel,,8 cylinders,gas,34281.0,clean,automatic,1C6SRFLT4KN583211,4wd,,,,or
7313574659,inland empire,17875,2011.0,ram,1500,,,gas,123726.0,clean,automatic,,,,,,ca
7316773441,milwaukee,4995,2010.0,honda,odyssey,excellent,6 cylinders,gas,150321.0,clean,automatic,,fwd,full-size,mini-van,silver,wi
7314551761,central NJ,10995,2017.0,toyota,camry se auto (natl),,4 cylinders,,132781.0,clean,automatic,4T1BF1FK9HU399139,fwd,,sedan,grey,nj
7304129510,jacksonville,39590,2019.0,lincoln,continental reserve,good,6 cylinders,other,7528.0,clean,other,1LN6L9RP9K5606808,fwd,,sedan,black,nc
7314561837,san antonio,35590,2019.0,honda,odyssey ex-l minivan 4d,good,6 cylinders,gas,4265.0,clean,other,5FNRL6H70KB128570,fwd,,van,blue,tx
7315567272,san luis obispo,39950,2021.0,honda,pilot touring,new,6 cylinders,gas,2320.0,clean,automatic,,fwd,full-size,van,white,ca
7306805854,athens,24950,1996.0,ford,f350,good,8 cylinders,diesel,89887.0,clean,automatic,1FTJW36F0TEB16273,4wd,full-size,truck,white,ga
7305252568,yuba-sutter,10500,2011.0,hyundai,genesis coupe 2.0t,,4 cylinders,gas,108292.0,clean,automatic,KMHHT6KD3BU056907,rwd,mid-size,coupe,black,ca
7316238589,orange county,16777,2012.0,acura,mdx,,6 cylinders,gas,149178.0,clean,automatic,2HNYD2H8XCH512999,,,SUV,black,ca
7316489119,minneapolis / st paul,3490,2004.0,toyota,highlander,good,,gas,239000.0,clean,automatic,,,,,black,mn
7315261510,topeka,14546,2013.0,volkswagen,beetle coupe,,,gas,84112.0,clean,automatic,,fwd,,,grey,ks
7307035903,pueblo,49995,2016.0,ram,2500 tradesman lifted 4wd cummins,,6 cylinders,diesel,75588.0,clean,automatic,3C6UR5CL6GG245165,4wd,,pickup,white,co
7316293366,inland empire,39500,2013.0,ford,f750,excellent,6 cylinders,diesel,99332.0,clean,automatic,3FRNF7FA2DV035135,rwd,,truck,white,ca
7316847824,des moines,6500,2003.0,chevrolet,silverado,good,8 cylinders,gas,227213.0,clean,automatic,,4wd,full-size,truck,red,ia
7314152199,hawaii,28000,2016.0,lexus,gs 200t,,,gas,28300.0,clean,automatic,,,,,,hi
7312290750,st cloud,6499,2011.0,ford,edge,,,gas,159937.0,clean,automatic,2FMDK3GC0BBB03591,fwd,,,silver,mn
7315044355,chicago,5999,2007.0,honda,civic ex coupe,excellent,4 cylinders,gas,104884.0,clean,automatic,,,,,,il
7307995643,visalia-tulare,68995,2020.0,ram,3500 lifted tradesman drw 6.7 cummins,,6 cylinders,diesel,14140.0,clean,automatic,3C63RRGL3LG109003,4wd,,pickup,white,ca
7314681079,glens falls,16590,2015.0,volkswagen,beetle 1.8t fleet,good,,gas,39649.0,clean,other,3VWF17AT1FM655022,fwd,,hatchback,black,ny
7306438845,grand rapids,38795,2016.0,ford,f-150,excellent,6 cylinders,gas,44624.0,clean,automatic,1FTFW1EG5GFD24752,4wd,full-size,truck,custom,mi
7315247420,"kansas city, MO",9497,2013.0,volkswagen,passat,,4 cylinders,diesel,135503.0,clean,automatic,1VWBN7A33DC006629,fwd,,sedan,red,ks
7311174207,mansfield,15000,1985.0,,1985 Peterbilt EXHD,excellent,,diesel,1000000.0,clean,manual,,,,truck,blue,oh
7308454358,omaha / council bluffs,9995,2013.0,ford,f-150,,,other,221277.0,clean,automatic,1FTEX1EM1DFB84869,4wd,,pickup,black,ia
7315203493,dallas / fort worth,75000,1952.0,,Nash Healey Pinin Farina,,6 cylinders,gas,54000.0,clean,manual,,rwd,,,grey,tx
7315690692,"washington, DC",16590,2013.0,infiniti,g g37x sedan 4d,good,,other,93472.0,clean,other,JN1CV6AR1DM756727,,,sedan,white,dc
7311114798,san antonio,12499,2018.0,ford,focus,,4 cylinders,gas,60407.0,clean,automatic,1FADP3E23JL222630,fwd,,sedan,white,tx
7315190494,holland,4300,2008.0,audi,a4 b7 2.0t quattro,fair,4 cylinders,gas,157000.0,clean,manual,,4wd,mid-size,sedan,black,mi
7316389412,inland empire,34500,2007.0,,International 4300,,,diesel,97000.0,clean,automatic,,,,,,ca
7310733894,delaware,25990,2013.0,bmw,x6 xdrive35i sport utility,good,,gas,52145.0,clean,automatic,5UXFG2C59DL786683,,,SUV,black,de
7316531260,tampa bay area,55000,2016.0,ford,"f-350 super duty, f250",excellent,8 cylinders,diesel,46000.0,clean,automatic,,4wd,,pickup,black,fl
7316907274,tulsa,6498,2004.0,ford,f-150,excellent,8 cylinders,gas,169000.0,clean,automatic,1FTRX12W44NA99666,rwd,full-size,,silver,ok
7315252964,denver,10900,2018.0,hyundai,elantra,excellent,,gas,5380.0,clean,automatic,5NPD84LF0JH351948,fwd,,sedan,blue,co
7313822017,"washington, DC",14995,2008.0,lexus,gx 470,good,8 cylinders,gas,171632.0,clean,automatic,JTJBT20X780151192,4wd,,wagon,custom,dc
7314565827,greensboro,0,2012.0,ford,fusion,,,gas,183514.0,clean,,3FAHP0JA8CR209454,fwd,,sedan,white,nc
7302020776,waco,29995,2020.0,dodge,charger,,,gas,19524.0,clean,automatic,2C3CDXHG4LH197593,rwd,,sedan,white,tx
7311490188,east idaho,23995,2015.0,ram,1500 4x4,like new,8 cylinders,gas,127722.0,clean,automatic,1C6RR7KT7FS646752,4wd,full-size,truck,grey,id
7309279881,philadelphia,12900,2009.0,audi,tt,,4 cylinders,gas,97354.0,clean,automatic,TRUVF38J791018852,,,other,silver,pa
7313840853,colorado springs,1595,2000.0,mazda,protege lx,,4 cylinders,gas,215975.0,clean,manual,JM1BJ222XY0232262,fwd,,sedan,green,co
7313923381,"washington, DC",42900,1968.0,chevrolet,camaro,,,gas,24093.0,clean,manual,,,,,,dc
7315037873,inland empire,3500,1996.0,gmc,sierra z71,good,8 cylinders,gas,209000.0,clean,automatic,2GTEK19RXT1524465,4wd,,,white,ca
7313015457,charlotte,3000,2007.0,chrysler,300,fair,4 cylinders,gas,156.0,clean,automatic,,,full-size,other,custom,nc
7304134990,rochester,2499,2006.0,chevrolet,malibu,,6 cylinders,gas,142000.0,clean,automatic,,fwd,,,silver,mn
7309469672,richmond,8900,2015.0,hyundai,sonata se,,,gas,90200.0,,automatic,5NPE24AF3FH208945,fwd,,sedan,,va
7316167611,atlanta,10995,2008.0,bmw,5 series 550i,,8 cylinders,gas,90555.0,clean,automatic,WBANW535X8CT48632,rwd,,sedan,,ga
7313672469,bozeman,5250,2001.0,toyota,tacoma,fair,6 cylinders,gas,215000.0,clean,manual,,4wd,,,red,mt
7316745598,chicago,1,1954.0,mercury,monterey,,,gas,31000.0,clean,automatic,,,,,,il
7315032256,prescott,26990,2019.0,ford,mustang ecoboost,good,,gas,39685.0,clean,other,1FATP8UH1K5161704,rwd,,convertible,black,az
7314121193,southwest TX,43995,2014.0,ram,3500 mega cab,,6 cylinders,diesel,192762.0,clean,automatic,3C63RRNL9EG135532,4wd,,pickup,,tx
7313876822,santa fe / taos,44900,,,Grand Caravan,,6 cylinders,,39.0,clean,automatic,2C4RDGBG1KR798483,fwd,,,white,nm
7304611726,york,36590,2019.0,chevrolet,camaro ss coupe 2d,good,8 cylinders,gas,36134.0,clean,other,1G1FH1R71K0106395,rwd,,coupe,red,pa
7316904067,maine,19490,2013.0,chevrolet,silverado 1500 lt,,,other,138731.0,clean,automatic,,,,,,me
7308836651,knoxville,55000,2016.0,bmw,m3,like new,6 cylinders,gas,23113.0,clean,manual,,rwd,,sedan,white,tn
7313288948,ft myers / SW florida,10000,1999.0,ford,f350,good,8 cylinders,diesel,1176458.0,clean,manual,,4wd,,pickup,silver,fl
7302942934,cleveland,8900,1979.0,,MB 280sl,good,6 cylinders,gas,123168.0,clean,automatic,,rwd,compact,convertible,green,oh
7316567170,high rockies,13000,2004.0,gmc,savana,,,gas,225000.0,clean,automatic,,,,,,co
7308254861,skagit / island / SJI,5986,2012.0,ford,focus,,,gas,112862.0,clean,automatic,1FAHP3E26CL318921,fwd,,sedan,black,wa
7316741530,raleigh / durham / CH,7950,2012.0,mini,cooper countryman s,good,4 cylinders,gas,159.0,clean,automatic,,4wd,,hatchback,green,nc
7309156464,milwaukee,23590,2018.0,mitsubishi,outlander phev gt,good,,other,48933.0,clean,other,JA4J24A58JZ011951,4wd,,other,white,wi
7316716610,cape cod / islands,17500,1985.0,chevrolet,monte carlo ss,like new,8 cylinders,gas,61000.0,clean,automatic,,rwd,mid-size,coupe,black,ma
7316598494,los angeles,7997,2011.0,chevrolet,hhr,excellent,,gas,94000.0,clean,automatic,,,,wagon,grey,ca
7316418022,raleigh / durham / CH,12999,2012.0,jeep,grand cherokee overland,,8 cylinders,gas,149.0,clean,automatic,,4wd,mid-size,SUV,black,nc
7306245181,eastern NC,34590,2019.0,acura,mdx sh-awd sport utility,good,,other,27387.0,clean,other,5J8YD4H34KL004925,,,SUV,black,nc
7303877912,saginaw-midland-baycity,10995,2013.0,ford,expedition,,,gas,161918.0,clean,automatic,,,,,,mi
7315106755,atlanta,11000,2014.0,nissan,altima,,4 cylinders,gas,125518.0,clean,automatic,1N4AL3AP3EC319798,fwd,,sedan,white,ga
7314917121,columbus,5995,2008.0,honda,civic,,4 cylinders,gas,66089.0,rebuilt,manual,,fwd,,sedan,silver,oh
7314907189,"st louis, MO",4988,2006.0,toyota,camry le,excellent,4 cylinders,gas,189256.0,clean,automatic,,fwd,,,,il
7315147248,flint,14500,2014.0,ford,mustang,excellent,6 cylinders,gas,108000.0,clean,automatic,,rwd,full-size,coupe,silver,mi
7316013738,gold country,16488,2020.0,kia,optima,excellent,,gas,22090.0,clean,automatic,,fwd,,sedan,grey,ca
7314423407,boston,36995,2018.0,jeep,wrangler unlimited,like new,6 cylinders,gas,38000.0,clean,automatic,,4wd,,offroad,silver,ma
7315768007,inland empire,11671,2014.0,ford,escape,like new,,gas,102829.0,clean,automatic,1FMCU0GX1EUC92905,fwd,,SUV,silver,ca
7303473828,western massachusetts,1200,2004.0,jeep,grand cherokee laredo,,,gas,219000.0,clean,automatic,,,,,,ma
